"cv","asynchronyB","asynchronyW","diversity","landscape","size","rep"
0.272032697513337,0,0.541043324,1,"specialized",1,1
0.264619667902424,0.3948826438,0.51257582825,2,"specialized",1,1
0.108840550054601,0.4117788271,0.5452863183,3,"specialized",1,1
0.165112113190587,0.5210596455,0.60203086695,4,"specialized",1,1
0.156425353983214,0.7933558361,0.47490882626,5,"specialized",1,1
0.152484789680183,0.660755043,0.454422357183333,6,"specialized",1,1
0.181124286742864,0.571061886,0.493162249785714,7,"specialized",1,1
0.270772758395199,0.5122777923,0.34097248485,8,"specialized",1,1
0.170202946084583,0.6578723016,0.371006035488889,9,"specialized",1,1
0.148856283564484,0.6237592809,0.37427814485,10,"specialized",1,1
0.226533907572926,0,0.6683528012,1,"fragmented",1,1
0.0718434708455118,0.3819462836,0.6101266482,2,"fragmented",1,1
0.283711788521831,0.3410684446,0.502342118,3,"fragmented",1,1
0.238057436800691,0.165128185,0.595021955725,4,"fragmented",1,1
0.143524608400291,0.73139961,0.650589557,5,"fragmented",1,1
0.159041280156667,0.6470618088,0.49717991695,6,"fragmented",1,1
0.2075730568977,0.631091882,0.522433848585714,7,"fragmented",1,1
0.175595215298028,0.5194420834,0.4413410639,8,"fragmented",1,1
0.311042280592816,0.5816941065,0.266160618088889,9,"fragmented",1,1
0.152143529882199,0.7149386354,0.40180177042,10,"fragmented",1,1
0.0685501915629081,0,0.7753030852,1,"diversified",1,1
0.0796811713629442,0.7499189866,0.7887995537,2,"diversified",1,1
0.287950824087088,0.3028301819,0.604605896733333,3,"diversified",1,1
0.143180704622771,0.1182370371,0.6702339157,4,"diversified",1,1
0.171312327329015,0.1873977667,0.62499556632,5,"diversified",1,1
0.133087643742335,0.3407930668,0.724195243083333,6,"diversified",1,1
0.146366896940665,0.3882996394,0.689517174728571,7,"diversified",1,1
0.155105055321337,0.1961579871,0.6745570189125,8,"diversified",1,1
0.128222768691578,0.5390423923,0.763545836733333,9,"diversified",1,1
0.157076595434902,0.6406635591,0.72082361267,10,"diversified",1,1
0.220774045277659,0,0.6595956107,1,"specialized",2,1
0.119001342805019,0.1021734485,0.6340372359,2,"specialized",2,1
0.279947399507751,0.3942395567,0.475204638433333,3,"specialized",2,1
0.123216323712527,0.7528603695,0.498354387175,4,"specialized",2,1
0.0945856837497561,0.8374570874,0.56649564596,5,"specialized",2,1
0.134942427542436,0.7160290995,0.512656415916667,6,"specialized",2,1
0.169685874560886,0.6661235694,0.344557829985714,7,"specialized",2,1
0.105486711117869,0.7708461911,0.4815672824375,8,"specialized",2,1
0.102135083918531,0.8368529258,0.325340835944444,9,"specialized",2,1
0.132196476759462,0.7548322683,0.39324099129,10,"specialized",2,1
0.217248525204108,0,0.6977549988,1,"fragmented",2,1
0.167321336951555,0.0978334997,0.85887124145,2,"fragmented",2,1
0.145471764896224,0.3405272208,0.632755056,3,"fragmented",2,1
0.180233241092356,0.4726450221,0.599897257625,4,"fragmented",2,1
0.138316842294659,0.3047608626,0.59923802836,5,"fragmented",2,1
0.156885356765606,0.5916803361,0.5780246203,6,"fragmented",2,1
0.185755153429803,0.5072379196,0.567016266885714,7,"fragmented",2,1
0.0894064693767936,0.6651769591,0.614195810725,8,"fragmented",2,1
0.207733048052773,0.5243178957,0.520564362666667,9,"fragmented",2,1
0.0915732816836645,0.7803578788,0.56005366995,10,"fragmented",2,1
0.194036477514756,0,0.7486152003,1,"diversified",2,1
0.148247241629419,0.0088673357,0.57470132595,2,"diversified",2,1
0.125564446370207,0.457707983,0.791735366933333,3,"diversified",2,1
0.16136773418043,0.2935853871,0.66623013435,4,"diversified",2,1
0.114850350880462,0.3052878288,0.767519589,5,"diversified",2,1
0.159226465717434,0.6028367382,0.564642977533333,6,"diversified",2,1
0.118292806617785,0.3334713227,0.714327287042857,7,"diversified",2,1
0.148939010985206,0.6507472239,0.627545905875,8,"diversified",2,1
0.0794502589970661,0.7867930914,0.663964550166667,9,"diversified",2,1
0.0908819518119031,0.6995350851,0.71607057806,10,"diversified",2,1
0.321107512895695,0,0.6756892981,1,"specialized",3,1
0.075443380707342,0.1915816434,0.6277526983,2,"specialized",3,1
0.130256815863914,0.7046355979,0.5915953779,3,"specialized",3,1
0.11832584533934,0.7408958213,0.519898560825,4,"specialized",3,1
0.172718087866066,0.8250828441,0.3584717554,5,"specialized",3,1
0.0909933097083193,0.5805075475,0.531717411333333,6,"specialized",3,1
0.0793593430842696,0.8774419611,0.482706111771429,7,"specialized",3,1
0.153500683918433,0.5464488426,0.3504396450125,8,"specialized",3,1
0.0924935004232024,0.889232312,0.5720506212,9,"specialized",3,1
0.0804901698393131,0.8486825803,0.49689190586,10,"specialized",3,1
0.0735650483524738,0,0.5581741224,1,"fragmented",3,1
0.149382303713395,0.007103863,0.4489227361,2,"fragmented",3,1
0.0503571927320841,0.3965393889,0.641703395933333,3,"fragmented",3,1
0.0500677245619803,0.5077614485,0.7898700349,4,"fragmented",3,1
0.100323665770968,0.6877411382,0.52466119286,5,"fragmented",3,1
0.0926796524387361,0.6688028004,0.72599115815,6,"fragmented",3,1
0.0594924965497568,0.7415288595,0.6217329773,7,"fragmented",3,1
0.0939025066431995,0.8388443114,0.6653784349375,8,"fragmented",3,1
